bean_num,box_X_length,box_Y_length,bean_area,circumference,roundness
0,85.5748291015625,84.7939453125,5699.0276566329385,267.94980324076965,0.9908748425528758
1,93.256591796875,79.4954833984375,5822.531883837588,277.2646434349756,0.8524382230436752
2,87.341552734375,81.562744140625,5595.03256710465,267.7945349863114,0.9338366629303622
3,89.87249755859375,77.744384765625,5487.641393903092,268.4974136234832,0.8650520112110867
4,78.89642333984375,77.29345703125,4789.497257254887,246.03048939712085,0.9796826492160611
5,86.95068359375,84.120361328125,5744.655789146982,269.9325536970064,0.9674491085216903
6,87.63134765625,83.711669921875,5761.497496792666,270.82732271504614,0.9552708267165917
7,93.586181640625,85.80169677734375,6306.631939670514,285.12294998780465,0.9168201466625275
8,87.0400390625,82.125244140625,5614.17094495301,267.8336535102057,0.9435340910365874
9,86.37158203125,85.11859130859375,5774.11173097349,269.91392258430267,0.9854930210470974
10,87.61328125,80.304443359375,5525.853961073027,266.90152508968015,0.9165784252530207
11,83.07391357421875,82.189208984375,5362.525278243355,259.9744243293562,0.9893503922978981
12,88.3575439453125,86.772216796875,6021.63197849531,275.77361312163833,0.9820578178427106
13,93.1455078125,79.20361328125,5794.24414688709,276.70927868464196,0.850321342825091
14,90.038818359375,76.2386474609375,5391.316786447753,267.11111657977835,0.8467308750837177
15,86.995361328125,81.68011474609375,5580.875276016628,267.23614159476193,0.9389019540710515
16,95.97491455078125,81.5771484375,6149.164847227541,285.07770245861656,0.8499840694761625
17,87.487548828125,82.694091796875,5682.12275827593,269.37806534684245,0.9452098373373443
18,78.186279296875,77.37841796875,4751.604381022756,244.70719209327544,0.9896674795707118
19,88.224365234375,85.74365234375,5941.285229620909,274.33305407633225,0.9718817711633879
20,87.123779296875,82.409912109375,5639.051209319363,268.32610884079304,0.945894597025716
21,86.078857421875,81.10400390625,5483.131605091188,264.7454498798429,0.9422058602469234
22,89.00711059570312,77.248779296875,5400.154802520037,266.20086013549803,0.8678944724738007
23,83.34375,81.8883056640625,5360.247019824382,260.1705881610092,0.9825368508623922
24,93.54989624023438,72.5013427734375,5326.957619073574,269.86679276602047,0.7750018512821801
25,87.73876953125,86.57269287109375,5965.712876987753,274.3082892456261,0.9867096761627033
26,86.8134765625,84.37158203125,5752.71981576295,269.9449313436236,0.9718719416853212
27,87.57682800292969,81.7763671875,5624.797685162824,268.5089560243708,0.9337671739465644
28,86.8658447265625,79.5576171875,5427.760746201257,264.55408077148405,0.9158676512953113
29,94.89599609375,83.24276733398438,6204.178433212125,284.821323840461,0.8771999953691079
30,86.685546875,84.92724609375,5782.073611101778,270.32341398023743,0.9797163328301377
31,81.833740234375,71.26416015625,4580.295039030139,245.02212216737144,0.8708408041982034
32,89.9345703125,89.28759765625,6306.780026315077,281.79920616605625,0.992806185052067
33,83.27383041381836,80.673583984375,5276.303567045696,258.6440316429584,0.9687747469220309
34,76.58197021484375,76.311279296875,4589.920366780224,240.28033626103888,0.9964653440332059
35,92.556396484375,91.88199234008789,6679.234986039011,290.004600421388,0.9927135868518718
36,88.43127822875977,81.152099609375,5636.318734427444,269.5051971949691,0.9176854754880449
37,77.656982421875,74.59423828125,4549.6257753957025,240.47019926575152,0.9605606083946643
38,84.47314453125,77.701904296875,5155.136925462482,257.65021217774967,0.9198415038063363
39,89.155517578125,81.7958984375,5727.55982259405,271.68863190627684,0.9174518937184574
40,95.5791015625,82.948974609375,6226.784662381635,285.85214316186875,0.8678568144432071
41,82.8787841796875,75.5362548828125,4916.869721853207,251.98920201327988,0.9114064067233921
42,80.6756591796875,79.017822265625,5006.767913062788,251.5574837604765,0.9794505935133417
43,86.34292602539062,78.39794921875,5316.44525017078,262.18437493541194,0.9079834657872925
44,85.998291015625,80.453369140625,5434.053851965548,263.84155719873525,0.9355228829606329
45,89.133056640625,85.0633544921875,5954.854940961466,275.37381385923555,0.9543412702108253
46,76.34765625,73.713134765625,4420.083477195538,236.84568562151188,0.9654930928626247
47,75.890625,75.23681640625,4484.442101794924,237.67104688885902,0.9913848569075561
48,90.15318298339844,85.77197265625,6073.182676190252,278.2230198350765,0.9514025996402675
49,83.14697265625,82.6348876953125,5396.345704204146,260.62932603568635,0.9938412073876148
50,88.85626220703125,84.111572265625,5869.940146600309,273.733677394387,0.9466026386485701
51,89.36056137084961,80.947998046875,5681.223597889262,271.13076263481264,0.9058582086446149
52,76.92326354980469,64.02685546875,3868.2074381473562,226.93911493518985,0.8323471016969426
53,87.026611328125,70.88433837890625,4844.982855630282,254.9742626041824,0.8145133689239497
54,89.5528564453125,80.90118408203125,5690.156384406762,271.4619103053874,0.9033903249243134
55,86.7252197265625,83.75390625,5704.7991892209175,269.0632835375733,0.9657387610440099
56,88.32861328125,73.805908203125,5120.146912261723,260.91350915871016,0.8355832324471937
57,82.079345703125,80.0533447265625,5160.636255505001,255.54700164138495,0.9753165554719405
58,93.29736328125,92.2701416015625,6761.147936858935,291.9296423605337,0.9889898101772621
59,84.19183349609375,81.06494140625,5360.347216253966,260.92680856524953,0.9628599121791447
60,84.92300033569336,84.068359375,5607.222412267533,265.81782213323334,0.9899362839594098
61,84.449462890625,81.991943359375,5438.2347820480345,262.5003259738629,0.9708995244359
62,92.592529296875,79.6343994140625,5791.17298961944,276.0951039378791,0.8600521015981163
63,81.609130859375,81.298828125,5210.902167311338,256.02840665170925,0.9961976958814854
64,83.0357666015625,79.840087890625,5206.862236526863,257.2163910010259,0.9615144311695032
65,85.005126953125,83.9119873046875,5602.205149234229,265.80356216140126,0.9871403092069929
66,81.900390625,79.5263671875,5115.48715603096,254.5874977979344,0.9710132830944602
67,80.77264404296875,77.5078125,4916.993801754616,250.02763743175262,0.9595799842675454
68,91.3427734375,86.83224487304688,6229.384017567578,281.8125997167803,0.9506197546373015
69,85.347900390625,76.177734375,5106.352306056707,257.65974271086463,0.8925554586152152
70,93.464111328125,70.0189208984375,5139.846814361993,266.8613083661911,0.7491530160985714
71,80.955810546875,76.2626953125,4848.976250417192,248.97255380545676,0.9420286795639259
72,79.2452392578125,77.5289306640625,4825.3281837503055,246.9969362023912,0.9783418081663399
73,81.89848327636719,79.91912841796875,5140.631571855778,255.03205643598676,0.9758316054313352
74,85.5927734375,75.2486572265625,5058.546363959307,257.08886115734026,0.8791473182196766
75,85.597900390625,78.747802734375,5294.091439674607,261.09371386915075,0.9199735317690076
76,78.13319396972656,77.89719009399414,4780.213030986785,245.19324788604445,0.9969794671926011
77,79.24990844726562,73.39761352539062,4568.468028021304,242.28999328614003,0.9261539219850428
78,76.380126953125,75.8251953125,4548.66334317232,239.32173983201122,0.9927346069879465
79,100.57275390625,69.41259765625,5482.877225218172,280.3864193634591,0.6901729838376874
80,92.2314453125,88.53863525390625,6413.597762675992,285.53794618972563,0.9599614855206734
81,81.830078125,79.841064453125,5131.320786255774,254.80612888447666,0.9756933670668544
82,87.93994140625,77.88330078125,5379.233574349194,264.7908868216992,0.8856419453528853
83,89.530517578125,76.995849609375,5414.125170239415,266.95893142721707,0.8599955824245944
84,105.16975402832031,68.9443359375,5694.811225566324,289.0458554695174,0.6555528875624691
85,86.58352661132812,78.48492431640625,5337.174423490842,262.76486623981657,0.9064648598655913
86,82.21642684936523,78.10791015625,5043.633233252947,253.60027012035707,0.9500280314949378
87,99.15052795410156,70.6600341796875,5502.483584601623,278.96603183013804,0.7126541394958301
88,83.31857299804688,80.906494140625,5294.379730778677,258.99940533473693,0.9710499259573443
89,95.27471923828125,77.3985595703125,5791.62504259381,278.9070654804632,0.8123724760262937
90,99.0789794921875,78.037841796875,6072.627699146282,287.24538588169,0.7876326764450413
91,85.3167724609375,68.972900390625,4621.7110306779405,249.37250130459307,0.8084330712604537
92,92.9598388671875,82.72467041015625,6039.768450067167,280.3575537452463,0.8898968782459453
93,79.989013671875,78.5516357421875,4934.867041564372,249.65199763449266,0.9820303081172647
94,85.98539733886719,78.3568115234375,5291.652777287032,261.4223550716107,0.9112804493376294
95,96.20068359375,66.4873046875,5023.504169102641,268.3027857757362,0.6911313122084672
96,88.4833984375,83.8790283203125,5829.1477939921615,272.72247939571895,0.9479634575695035
97,92.59228515625,82.753173828125,6017.960642490298,279.65498561592665,0.8937372448306957
98,88.24853515625,63.284912109375,4386.292284305405,248.74266105963824,0.717121389010308
99,99.6820068359375,72.115966796875,5645.963734751575,281.691071573713,0.7234602220194833
